Gender,ParentEdu,ParentMaritalStatus,ExtraCurricular,IsFirstChild,Siblings,Transportation,AvgReadingScore,AvgWritingScore,traveltime,studytime,internet,freetime,absences,CGPA
male,some college,married,sometimes,no,3,school_bus,65,62,3,2,yes,4,20,C
male,,married,regularly,yes,2,private,67,51,1,2,yes,5,3,F
male,some high school,married,never,no,4,school_bus,76,64,2,2,yes,2,22,D
female,associate's degree,married,,yes,6,school_bus,92,92,1,3,yes,1,14,D
male,some college,divorced,regularly,yes,4,,66,71,1,3,yes,1,40,C
male,some high school,married,sometimes,yes,4,school_bus,63,53,2,2,yes,3,0,F
female,high school,,sometimes,yes,0,school_bus,58,53,1,3,yes,3,9,F
female,some college,married,sometimes,,0,school_bus,66,63,1,3,yes,3,0,F
male,some college,,never,yes,1,,76,77,1,2,yes,4,2,B
female,some college,married,sometimes,yes,1,private,77,72,1,2,yes,2,23,F
female,some high school,married,never,no,1,private,52,50,1,2,no,2,12,F
female,high school,,never,yes,2,school_bus,73,68,1,3,yes,3,3,F
male,associate's degree,married,regularly,yes,1,school_bus,52,49,1,3,yes,4,1,F
male,some college,married,sometimes,no,4,school_bus,69,69,2,3,yes,3,0,C
female,master's degree,divorced,never,yes,4,private,72,72,1,3,yes,3,3,F
female,some college,married,regularly,,4,private,58,55,1,1,yes,3,3,F
male,master's degree,single,sometimes,no,2,school_bus,91,88,4,1,yes,4,8,B
female,associate's degree,single,regularly,yes,4,,75,77,1,3,yes,4,7,B
male,high school,divorced,sometimes,yes,1,private,63,53,2,3,yes,3,4,D
male,high school,married,regularly,yes,3,school_bus,61,60,1,4,yes,5,2,D
male,bachelor's degree,married,never,yes,4,school_bus,78,69,1,3,yes,4,7,C
male,some college,divorced,regularly,no,3,school_bus,76,76,1,2,yes,3,0,C
female,some college,married,regularly,yes,0,school_bus,70,71,1,2,yes,3,0,F
male,bachelor's degree,single,sometimes,yes,2,private,68,68,2,4,no,4,0,C
male,associate's degree,divorced,regularly,yes,2,school_bus,70,79,1,3,yes,4,16,D
male,some college,married,sometimes,yes,1,private,87,74,1,3,no,4,12,A
female,associate's degree,divorced,regularly,no,5,school_bus,69,69,1,2,yes,3,0,D
male,associate's degree,married,sometimes,yes,4,private,63,60,1,4,yes,3,7,D
female,master's degree,married,sometimes,yes,2,school_bus,68,74,1,2,yes,3,4,F
female,high school,divorced,regularly,yes,1,school_bus,75,75,1,3,yes,3,4,F
female,some college,divorced,regularly,,4,private,57,61,1,2,yes,3,0,F
female,some high school,married,regularly,yes,0,private,53,51,1,2,yes,3,11,F
male,high school,married,regularly,no,,private,50,38,1,2,yes,3,0,F
male,some college,single,sometimes,yes,3,school_bus,78,74,1,3,yes,3,4,B
female,some high school,married,never,no,2,school_bus,54,49,1,3,yes,4,7,F
male,bachelor's degree,single,sometimes,no,2,school_bus,67,68,1,3,yes,3,9,C
male,bachelor's degree,single,sometimes,no,1,school_bus,74,83,1,3,yes,4,0,B
female,bachelor's degree,divorced,sometimes,yes,0,private,58,46,1,3,yes,4,0,F
male,,married,sometimes,yes,4,school_bus,56,55,2,1,yes,5,10,D
female,associate's degree,divorced,sometimes,no,1,school_bus,94,95,3,2,yes,4,8,B
male,some college,single,sometimes,yes,5,school_bus,63,67,2,2,yes,5,2,D
female,associate's degree,single,never,yes,1,private,69,70,1,1,yes,3,7,F
male,some college,married,sometimes,yes,4,school_bus,82,72,3,1,yes,4,4,C
female,master's degree,married,sometimes,no,1,school_bus,83,82,2,2,yes,5,4,D
female,associate's degree,married,sometimes,yes,3,school_bus,66,63,1,2,no,3,0,F
male,some college,single,regularly,no,1,school_bus,62,71,2,2,yes,3,4,D
male,associate's degree,single,regularly,yes,5,,92,86,2,2,no,2,2,A
male,bachelor's degree,divorced,regularly,,1,school_bus,55,46,2,1,yes,3,4,F
female,high school,married,sometimes,no,3,school_bus,63,56,2,3,yes,3,0,F
male,master's degree,divorced,sometimes,yes,1,school_bus,63,68,3,2,no,3,0,C
female,some college,divorced,sometimes,yes,2,private,80,87,2,2,no,4,2,D
male,some high school,married,sometimes,yes,2,school_bus,46,39,2,2,yes,3,0,F
female,some college,married,never,yes,0,private,67,73,1,2,yes,3,0,D
male,some high school,married,sometimes,yes,3,school_bus,51,51,2,2,no,2,0,F
female,high school,single,sometimes,yes,1,private,85,90,2,2,no,3,4,B
male,high school,widowed,sometimes,yes,2,school_bus,82,79,2,3,yes,2,0,B
female,some high school,single,sometimes,yes,1,school_bus,60,54,3,1,yes,2,0,F
male,associate's degree,divorced,regularly,no,3,private,45,44,2,1,yes,2,0,D
female,some college,single,regularly,no,3,private,94,91,3,2,yes,2,10,B
female,associate's degree,married,,yes,1,private,72,75,2,2,no,2,4,D
female,bachelor's degree,single,sometimes,yes,3,private,68,67,3,1,yes,3,3,F
male,some high school,married,never,yes,4,school_bus,67,66,1,3,no,4,8,D
male,high school,divorced,sometimes,no,3,school_bus,57,60,1,1,yes,5,14,C
female,some high school,single,regularly,yes,2,school_bus,82,76,2,3,yes,4,0,C
male,some high school,,regularly,yes,1,school_bus,62,63,4,3,yes,3,2,D
female,associate's degree,married,sometimes,yes,1,,73,61,2,3,yes,4,4,F
female,some college,married,regularly,yes,2,school_bus,64,64,1,2,yes,4,4,F
female,some college,single,never,yes,0,school_bus,70,63,1,2,yes,1,0,F
female,high school,married,sometimes,yes,0,school_bus,56,51,1,2,yes,5,17,F
male,high school,married,sometimes,no,1,,61,63,1,2,yes,2,4,D
male,high school,married,never,yes,3,school_bus,76,67,2,1,yes,4,5,B
female,,married,regularly,yes,2,private,62,59,2,2,yes,4,2,F
female,some high school,married,sometimes,yes,4,school_bus,62,60,2,1,no,3,0,D
female,associate's degree,married,never,no,,private,64,63,2,1,no,4,14,F
male,some high school,,regularly,,0,school_bus,43,38,2,3,no,3,2,F
male,,married,sometimes,yes,3,school_bus,97,92,3,1,yes,4,7,A
male,some high school,married,sometimes,yes,0,school_bus,60,62,1,3,yes,4,0,F
female,master's degree,single,never,yes,2,school_bus,78,74,1,2,yes,3,0,C
female,some college,married,regularly,no,2,private,55,57,2,2,no,1,0,F
female,high school,single,sometimes,yes,2,private,79,86,1,2,no,5,11,C
female,master's degree,married,sometimes,yes,,private,83,93,2,1,yes,4,3,B
male,high school,married,sometimes,yes,1,school_bus,79,74,1,1,no,5,3,B
female,associate's degree,,sometimes,yes,0,school_bus,79,79,3,1,yes,4,0,D
female,bachelor's degree,married,sometimes,no,1,,93,90,1,1,yes,2,5,B
male,high school,married,sometimes,yes,4,private,80,67,2,2,no,3,6,D
female,high school,single,sometimes,no,1,school_bus,66,68,1,2,yes,3,4,D
female,some college,married,sometimes,no,1,private,92,99,1,2,yes,3,10,B
female,associate's degree,married,sometimes,yes,0,private,52,50,1,3,yes,2,2,F
male,some high school,married,sometimes,yes,3,private,62,61,1,2,no,3,4,C
female,,single,sometimes,yes,4,school_bus,85,80,1,2,yes,4,10,C
male,associate's degree,married,regularly,yes,2,private,70,69,1,2,yes,4,0,D
female,high school,single,regularly,no,1,school_bus,78,78,2,2,no,1,6,C
female,bachelor's degree,divorced,regularly,no,2,school_bus,80,84,1,2,yes,2,0,C
male,associate's degree,divorced,sometimes,yes,0,,73,72,1,2,yes,5,0,C
male,associate's degree,married,sometimes,yes,1,school_bus,67,60,1,2,yes,3,0,D
male,some high school,married,regularly,no,1,school_bus,58,59,3,3,yes,2,4,F
female,some college,single,,yes,1,,68,65,1,1,yes,3,2,D
female,bachelor's degree,single,sometimes,yes,3,school_bus,59,56,2,2,yes,4,2,F
female,associate's degree,married,sometimes,yes,2,school_bus,48,37,1,3,yes,5,0,F
female,bachelor's degree,married,,no,,private,75,87,1,1,yes,4,4,B
male,bachelor's degree,married,sometimes,yes,1,school_bus,56,50,1,3,yes,2,6,D
male,bachelor's degree,married,sometimes,yes,1,school_bus,76,77,3,2,no,3,4,B
male,some college,married,regularly,no,2,private,81,77,1,1,yes,5,16,B
male,some college,single,sometimes,yes,2,private,73,68,1,1,yes,1,4,C
male,bachelor's degree,married,regularly,yes,0,school_bus,74,74,1,2,yes,4,0,B
female,associate's degree,married,sometimes,yes,0,private,49,50,1,1,yes,4,0,F
female,bachelor's degree,married,regularly,yes,1,private,85,80,1,2,yes,5,2,C
female,some college,married,regularly,no,3,school_bus,77,75,2,2,yes,4,0,C
male,bachelor's degree,divorced,sometimes,no,1,school_bus,93,91,1,3,yes,3,2,A
female,some college,single,sometimes,yes,1,private,46,43,1,1,yes,2,14,F
male,high school,single,regularly,yes,1,school_bus,53,52,1,1,yes,2,2,F
male,associate's degree,divorced,sometimes,no,3,private,76,75,1,1,yes,2,4,B
female,some college,single,regularly,yes,3,school_bus,79,82,1,2,yes,3,4,C
male,some college,married,regularly,no,4,school_bus,72,77,1,2,yes,4,16,B
female,some college,divorced,regularly,yes,4,private,83,89,1,2,yes,4,0,B
male,master's degree,married,regularly,no,2,private,63,66,2,2,yes,3,0,D
female,some high school,married,sometimes,no,3,school_bus,66,58,1,2,yes,5,0,F
male,,married,regularly,no,4,school_bus,76,72,1,2,yes,3,0,C
female,,married,never,yes,3,school_bus,71,73,1,1,yes,4,0,F
male,some high school,single,never,no,2,private,56,57,2,1,no,5,0,F
female,some high school,married,,no,1,school_bus,55,57,1,3,yes,4,2,F
male,master's degree,married,regularly,,4,school_bus,86,84,2,3,yes,4,7,B
female,bachelor's degree,divorced,regularly,yes,0,private,73,68,1,3,yes,3,2,F
male,bachelor's degree,single,regularly,yes,1,,69,67,1,1,no,3,8,C
female,,married,regularly,no,5,private,72,66,2,2,yes,3,25,F
female,some high school,single,sometimes,yes,0,school_bus,81,79,1,1,yes,4,8,F
female,associate's degree,single,never,no,2,private,74,73,1,2,yes,3,2,D
female,some college,widowed,,yes,,school_bus,79,79,1,1,yes,4,0,B
male,associate's degree,single,regularly,no,2,,48,46,2,2,yes,3,14,F
male,some college,single,sometimes,yes,1,school_bus,44,51,1,2,yes,2,8,F
male,some high school,married,sometimes,yes,3,private,67,69,1,2,yes,3,12,C
male,master's degree,single,sometimes,yes,2,private,69,70,1,4,yes,2,4,C
female,master's degree,married,regularly,yes,3,,72,66,1,2,no,3,2,D
female,bachelor's degree,married,sometimes,no,1,private,77,76,1,2,yes,4,2,C
male,bachelor's degree,single,regularly,yes,0,private,61,62,3,2,yes,3,2,D
male,some high school,single,regularly,no,1,,48,38,1,2,yes,3,2,F
female,some college,single,regularly,no,3,private,48,50,2,1,no,5,6,F
female,some college,single,,yes,3,school_bus,66,68,1,1,yes,3,0,D
female,some high school,married,sometimes,no,2,school_bus,61,49,1,1,yes,3,6,F
male,high school,married,sometimes,yes,0,school_bus,65,63,1,2,yes,3,8,C
male,some college,,regularly,no,2,,63,60,1,2,yes,3,0,F
male,some high school,single,never,yes,2,,52,52,1,2,no,2,4,D
female,,single,regularly,yes,3,private,57,53,1,2,yes,3,2,F
male,some high school,married,sometimes,no,3,private,47,44,1,2,yes,2,2,F
male,master's degree,single,sometimes,yes,4,,60,54,1,2,no,4,6,B
female,associate's degree,married,regularly,yes,0,school_bus,80,82,4,1,yes,5,6,C
female,some high school,married,regularly,no,1,,56,57,1,2,yes,4,4,F
female,bachelor's degree,married,sometimes,no,4,private,91,92,1,3,yes,4,2,A
male,associate's degree,divorced,sometimes,yes,1,school_bus,65,66,1,2,yes,4,0,C
female,associate's degree,married,sometimes,yes,1,school_bus,67,62,3,2,yes,4,2,F
male,some college,married,sometimes,yes,3,private,46,42,1,4,yes,3,4,F
female,some college,married,regularly,yes,5,school_bus,40,38,1,4,yes,3,4,F
male,high school,married,regularly,no,2,private,55,54,2,2,yes,1,2,D
female,bachelor's degree,married,regularly,no,3,school_bus,65,61,2,4,yes,4,12,F
male,some college,single,never,yes,2,school_bus,58,58,2,4,yes,3,0,D
male,some college,married,sometimes,yes,0,school_bus,63,54,1,4,yes,3,0,D
female,some high school,married,regularly,,3,,50,56,1,2,yes,3,2,F
male,some college,married,never,no,1,private,61,59,1,1,no,3,2,F
male,associate's degree,married,sometimes,yes,1,private,70,70,1,2,yes,3,54,B
female,master's degree,divorced,sometimes,yes,0,school_bus,82,83,1,2,yes,3,6,D
female,associate's degree,divorced,sometimes,yes,2,private,96,91,2,4,yes,4,8,D
male,master's degree,married,never,yes,1,school_bus,83,86,1,4,yes,2,0,B
female,bachelor's degree,married,sometimes,,3,school_bus,80,79,2,1,yes,5,2,C
male,master's degree,divorced,regularly,,5,school_bus,66,74,1,2,yes,4,12,C
male,bachelor's degree,single,sometimes,yes,3,school_bus,75,72,1,1,yes,2,2,C
male,bachelor's degree,married,regularly,yes,3,school_bus,83,81,1,3,yes,3,4,A
male,associate's degree,married,,no,5,school_bus,49,46,1,2,yes,4,10,F
male,bachelor's degree,single,sometimes,yes,1,private,69,63,2,2,yes,3,4,D
female,master's degree,married,never,yes,2,private,92,93,1,2,yes,3,2,C
male,bachelor's degree,married,regularly,no,1,school_bus,71,71,2,2,yes,4,6,C
female,bachelor's degree,divorced,sometimes,yes,3,school_bus,72,75,1,2,no,3,4,F
female,associate's degree,married,sometimes,,3,school_bus,53,49,1,3,yes,3,4,F
male,high school,married,,no,,school_bus,52,48,2,2,yes,4,12,D
male,some college,single,sometimes,yes,1,private,65,55,1,2,no,1,18,D
male,some college,married,sometimes,no,6,,48,47,1,3,yes,3,0,D
female,some high school,married,sometimes,yes,1,private,81,80,1,1,yes,5,4,C
male,master's degree,divorced,regularly,no,2,private,79,72,1,2,no,3,4,C
male,,,sometimes,yes,2,,83,84,2,2,yes,3,0,A
male,bachelor's degree,divorced,sometimes,yes,5,private,74,80,1,4,yes,3,6,C
female,some college,married,sometimes,no,,school_bus,61,53,2,4,yes,1,2,F
male,master's degree,married,sometimes,yes,0,private,77,72,2,1,yes,3,2,B
male,some college,divorced,sometimes,yes,2,school_bus,52,54,1,2,no,3,2,F
female,high school,married,regularly,yes,2,school_bus,81,85,1,1,yes,3,6,C
female,master's degree,divorced,sometimes,yes,2,school_bus,91,87,1,3,yes,3,0,D
female,high school,divorced,regularly,yes,1,private,88,84,1,1,yes,5,14,C
male,some college,divorced,never,yes,0,school_bus,61,58,1,3,yes,4,0,F
female,some college,divorced,never,yes,3,school_bus,67,58,1,1,yes,3,4,D
male,some college,divorced,regularly,yes,1,school_bus,75,79,2,2,yes,3,26,B
male,some college,married,sometimes,yes,0,private,84,78,1,2,yes,4,0,A
female,associate's degree,divorced,regularly,yes,5,,71,73,1,4,no,3,10,F
female,some college,married,regularly,no,1,school_bus,86,92,1,4,yes,1,8,B
female,some high school,divorced,regularly,no,1,school_bus,73,68,1,3,yes,3,2,F
male,master's degree,single,sometimes,yes,1,school_bus,69,70,4,4,yes,3,6,D
male,high school,divorced,sometimes,yes,0,,40,46,1,3,yes,4,4,F
female,associate's degree,married,never,no,3,school_bus,80,81,1,1,yes,5,6,C
male,high school,married,sometimes,yes,2,school_bus,80,74,1,3,yes,1,0,B
female,high school,divorced,sometimes,yes,1,private,31,29,1,2,yes,1,6,F
male,master's degree,married,regularly,no,3,school_bus,69,64,1,1,yes,5,10,D
female,some college,divorced,sometimes,yes,2,private,73,73,1,2,yes,4,8,D
female,some high school,married,sometimes,no,2,private,95,93,1,2,yes,4,2,B
female,some high school,married,sometimes,yes,0,private,74,71,2,2,no,4,2,C
female,some high school,single,regularly,yes,0,,79,79,2,1,yes,4,0,C
male,bachelor's degree,divorced,regularly,yes,5,school_bus,92,90,3,2,yes,2,20,A
male,master's degree,married,regularly,no,2,private,56,53,1,1,yes,4,6,F
female,high school,divorced,sometimes,no,,school_bus,100,100,1,2,yes,2,2,A
female,some college,single,never,yes,2,school_bus,54,59,1,4,yes,5,6,F
female,bachelor's degree,married,regularly,yes,4,private,81,85,2,2,yes,2,2,C
male,high school,married,sometimes,no,3,school_bus,57,48,1,1,yes,4,18,F
male,master's degree,single,sometimes,yes,1,school_bus,71,78,1,2,yes,4,0,C
male,some high school,single,never,yes,1,school_bus,73,67,1,1,yes,5,0,D
male,some college,married,sometimes,yes,1,,77,82,1,2,yes,3,0,B
female,some college,single,regularly,yes,,school_bus,89,93,1,2,no,4,2,A
male,some college,,regularly,yes,3,private,84,91,1,1,yes,3,0,A
male,some college,married,regularly,no,2,,53,50,1,1,yes,5,8,D
male,some high school,divorced,never,no,3,private,74,78,2,3,yes,2,0,B
male,some high school,married,sometimes,,2,,46,48,3,1,yes,3,0,F
male,high school,married,regularly,yes,4,private,72,73,1,1,yes,4,12,B
male,some college,married,never,,1,school_bus,58,62,1,1,yes,2,16,D
male,high school,divorced,sometimes,yes,4,,83,75,4,2,no,3,0,B
male,,divorced,regularly,yes,2,school_bus,60,52,1,3,yes,3,0,F
male,some college,married,sometimes,no,3,school_bus,80,81,3,2,no,4,0,A
male,bachelor's degree,married,never,yes,0,school_bus,70,74,2,1,yes,3,0,C
male,associate's degree,married,regularly,yes,5,school_bus,77,80,1,2,no,4,0,B
male,some college,single,sometimes,no,7,school_bus,74,71,2,1,yes,3,0,C
female,,,sometimes,yes,,private,88,93,2,4,yes,2,0,B
male,master's degree,divorced,regularly,yes,1,private,65,69,2,1,yes,3,8,F
male,associate's degree,married,sometimes,yes,3,private,68,73,1,3,yes,2,2,C
female,associate's degree,married,sometimes,yes,0,private,80,79,1,1,yes,4,2,D
male,,married,sometimes,yes,2,school_bus,68,72,1,1,yes,4,0,C
female,,divorced,regularly,yes,2,private,32,33,1,2,yes,4,0,F
male,associate's degree,widowed,sometimes,no,2,private,59,57,1,2,yes,3,0,C
male,some high school,married,sometimes,no,1,school_bus,50,49,1,2,yes,3,2,F
female,bachelor's degree,married,regularly,yes,1,private,78,78,1,1,yes,3,0,D
female,some high school,married,sometimes,no,4,school_bus,63,65,4,1,yes,5,0,F
female,associate's degree,married,regularly,yes,1,school_bus,81,66,1,1,yes,3,0,D
female,some high school,married,regularly,no,3,school_bus,84,81,1,1,no,4,6,C
male,associate's degree,married,never,no,3,school_bus,58,51,2,3,yes,2,8,D
male,associate's degree,married,regularly,yes,2,,58,58,1,1,yes,5,0,F
male,some college,widowed,sometimes,yes,1,school_bus,45,44,1,1,no,2,0,F
female,master's degree,widowed,sometimes,no,3,school_bus,77,83,1,2,no,4,2,C
female,master's degree,married,regularly,yes,2,private,85,89,1,1,no,2,8,C
male,some college,single,regularly,yes,6,private,48,49,3,1,no,2,6,F
male,some high school,married,sometimes,yes,0,school_bus,26,32,3,1,no,2,2,F
male,high school,married,sometimes,no,2,private,23,27,1,2,yes,5,4,F
male,master's degree,divorced,sometimes,yes,3,private,99,100,2,1,yes,3,0,A
male,associate's degree,single,regularly,yes,0,,55,47,2,2,yes,4,6,F
male,some high school,divorced,regularly,yes,3,school_bus,51,52,2,1,no,4,0,F
female,some college,married,sometimes,yes,0,private,62,56,1,1,yes,3,2,F
male,associate's degree,married,regularly,yes,5,private,68,64,4,2,no,3,0,C
male,master's degree,,sometimes,yes,1,school_bus,66,65,2,1,no,5,16,D
female,high school,married,regularly,no,1,school_bus,47,42,1,2,yes,3,4,F
female,bachelor's degree,married,sometimes,no,2,private,69,75,1,2,yes,2,0,D
male,,married,regularly,yes,4,school_bus,58,60,1,2,yes,1,0,C
male,associate's degree,married,regularly,no,3,private,42,38,1,2,yes,4,0,F
female,high school,married,never,yes,2,private,65,62,3,1,yes,4,0,F
female,high school,married,sometimes,yes,7,private,75,70,2,2,yes,3,2,D
male,associate's degree,widowed,regularly,yes,1,school_bus,73,67,1,2,yes,4,0,C
male,associate's degree,divorced,sometimes,no,1,school_bus,37,38,1,2,yes,3,0,F
male,associate's degree,divorced,sometimes,no,2,private,51,57,2,2,yes,4,4,F
male,some college,divorced,sometimes,yes,2,private,85,80,2,2,yes,4,4,B
male,some high school,divorced,sometimes,no,3,school_bus,49,46,2,2,yes,4,2,F
male,associate's degree,married,never,yes,3,private,53,54,1,2,yes,3,4,D
male,high school,married,sometimes,,0,,57,55,1,1,yes,3,10,D
female,bachelor's degree,single,sometimes,no,1,school_bus,82,85,1,2,yes,2,4,C
female,some college,married,sometimes,no,4,school_bus,88,78,1,2,yes,4,10,C
male,some college,single,sometimes,yes,5,,40,35,1,2,yes,2,2,F
female,associate's degree,married,sometimes,yes,,,85,86,1,2,no,4,0,C
male,high school,single,sometimes,no,1,school_bus,43,33,1,2,yes,3,56,F
male,bachelor's degree,single,regularly,yes,1,,90,83,1,2,yes,2,14,A
female,some college,married,never,yes,2,private,66,64,1,2,yes,3,12,D
female,high school,divorced,never,no,3,school_bus,80,82,1,1,yes,3,2,D
female,some college,divorced,regularly,yes,4,school_bus,65,69,1,2,yes,2,0,F
female,some college,divorced,regularly,yes,3,school_bus,95,97,1,2,yes,3,6,A
female,some college,married,sometimes,no,2,school_bus,64,65,1,2,no,1,4,F
female,some high school,married,sometimes,yes,,private,76,77,1,2,yes,3,10,D
female,associate's degree,married,regularly,no,1,school_bus,74,76,1,2,yes,3,0,D
female,high school,married,regularly,yes,1,school_bus,98,100,2,2,yes,4,12,A
female,associate's degree,divorced,sometimes,yes,3,private,70,75,1,1,yes,3,8,D
female,some college,single,sometimes,no,2,private,68,74,2,1,yes,3,0,F
male,high school,single,sometimes,,1,private,55,56,1,2,yes,3,0,D
male,associate's degree,married,sometimes,,1,school_bus,68,63,1,1,yes,2,4,B
male,some high school,married,regularly,no,2,school_bus,72,69,3,1,yes,3,8,C
female,,widowed,sometimes,yes,6,private,66,72,2,1,yes,2,24,D
female,bachelor's degree,,regularly,no,2,school_bus,80,88,1,2,yes,5,0,D
male,,married,regularly,no,1,,62,65,1,2,yes,3,2,C
female,associate's degree,married,regularly,yes,4,school_bus,100,100,1,2,no,4,6,A
female,associate's degree,divorced,never,no,5,school_bus,83,72,1,2,no,4,4,D
female,some high school,married,sometimes,no,1,private,97,98,1,1,yes,3,18,B
male,associate's degree,single,sometimes,yes,0,,74,70,2,4,yes,3,6,B
female,bachelor's degree,married,regularly,yes,2,school_bus,79,89,1,3,yes,4,28,B
female,high school,married,never,yes,,,39,34,1,2,yes,3,5,F
male,some college,single,sometimes,yes,4,school_bus,40,37,1,2,yes,3,10,F
male,high school,divorced,regularly,yes,1,,77,72,2,1,no,3,6,C
female,associate's degree,single,sometimes,yes,0,school_bus,58,56,2,3,yes,4,6,F
female,associate's degree,married,never,yes,2,school_bus,85,79,1,4,yes,3,10,C
female,high school,married,regularly,yes,5,,99,98,1,2,yes,3,13,B
female,high school,married,sometimes,yes,4,private,59,64,1,2,yes,3,0,D
female,associate's degree,single,regularly,yes,,school_bus,65,66,1,2,yes,4,15,D
male,some high school,divorced,regularly,yes,1,school_bus,54,48,1,1,no,2,12,F
female,some college,married,regularly,no,3,private,89,85,2,2,yes,4,2,C
female,some college,married,regularly,,4,private,82,78,1,2,yes,4,22,C
female,associate's degree,single,regularly,no,1,private,94,95,1,2,yes,2,13,A
male,some high school,married,sometimes,no,4,school_bus,60,51,2,1,no,3,3,D
male,bachelor's degree,married,never,yes,1,private,65,58,1,3,yes,3,4,D
male,associate's degree,single,sometimes,no,2,school_bus,68,72,2,2,yes,2,2,C
female,associate's degree,married,regularly,yes,2,school_bus,99,97,1,3,no,3,0,B
male,some high school,married,sometimes,yes,0,school_bus,57,53,1,2,yes,3,2,D
male,some college,widowed,never,yes,3,,59,49,2,2,yes,3,0,F
male,some college,married,sometimes,yes,1,private,67,67,1,3,yes,3,0,C
male,associate's degree,married,sometimes,no,,private,60,59,1,2,yes,3,16,D
female,some high school,divorced,sometimes,no,3,private,89,90,1,2,yes,3,10,C
female,some college,married,regularly,no,,private,93,100,1,2,yes,3,2,A
female,bachelor's degree,single,regularly,yes,5,school_bus,66,66,4,2,yes,3,14,F
female,bachelor's degree,divorced,regularly,yes,1,school_bus,84,94,2,3,yes,2,10,C
female,master's degree,married,sometimes,yes,3,school_bus,89,87,1,2,yes,2,14,C
female,associate's degree,married,regularly,yes,2,school_bus,62,66,2,2,yes,5,4,F
female,high school,,regularly,yes,0,private,76,72,1,2,yes,5,14,D
male,associate's degree,married,regularly,no,2,private,56,52,1,2,yes,2,2,F
male,high school,married,sometimes,yes,2,school_bus,64,52,2,2,yes,4,18,D
female,some high school,divorced,sometimes,yes,0,private,71,73,2,3,yes,3,10,D
male,associate's degree,divorced,,no,3,school_bus,66,71,1,2,yes,4,4,C
male,high school,married,never,yes,2,school_bus,58,50,1,1,yes,5,20,D
female,some high school,married,sometimes,yes,1,private,52,47,3,2,no,1,2,F
female,some high school,widowed,regularly,yes,2,private,68,69,1,2,yes,5,0,F
female,associate's degree,married,sometimes,no,4,school_bus,91,88,2,2,yes,5,14,A
male,some high school,married,regularly,yes,4,school_bus,79,74,2,2,yes,3,2,C
male,some college,single,sometimes,yes,,,79,74,1,1,yes,4,0,C
male,associate's degree,married,sometimes,no,2,school_bus,64,65,1,1,yes,3,0,D
female,bachelor's degree,married,never,no,3,school_bus,74,78,2,3,yes,4,0,C
male,high school,,regularly,yes,3,school_bus,42,41,3,1,yes,3,6,F
female,high school,married,sometimes,yes,1,school_bus,83,88,2,1,yes,2,4,B
female,some college,married,never,yes,2,school_bus,60,60,1,1,yes,4,16,F
male,some college,married,regularly,yes,,school_bus,69,64,1,2,yes,3,8,C
male,some high school,married,sometimes,yes,2,school_bus,73,78,1,1,yes,3,0,C
male,some college,single,regularly,no,2,school_bus,78,71,2,1,yes,4,0,C
female,,married,sometimes,no,2,private,62,67,3,2,yes,3,6,F
male,some college,married,sometimes,no,1,,85,87,1,1,yes,2,4,A
female,bachelor's degree,married,sometimes,no,6,school_bus,80,78,2,1,no,3,0,C
male,some college,divorced,sometimes,yes,4,school_bus,62,57,1,1,yes,4,0,D
male,some high school,married,regularly,no,1,school_bus,81,77,2,1,yes,4,2,B
female,associate's degree,married,regularly,yes,1,,79,81,1,4,yes,2,6,D
female,some high school,single,sometimes,yes,0,private,62,63,1,2,yes,3,12,F
male,some high school,single,regularly,no,3,,56,50,1,2,yes,2,8,F
female,some college,married,sometimes,yes,4,school_bus,73,68,1,4,yes,4,0,D
female,high school,married,regularly,yes,0,private,68,71,1,2,yes,1,21,C
female,associate's degree,married,sometimes,yes,1,school_bus,89,81,1,2,yes,3,2,C
female,some college,married,sometimes,yes,,private,45,42,1,3,no,3,1,F
female,some college,,sometimes,yes,1,private,71,62,1,3,no,2,4,F
female,some college,married,sometimes,yes,0,school_bus,88,85,1,3,yes,3,0,B
female,some high school,single,sometimes,yes,2,school_bus,60,57,2,2,yes,2,13,F
male,some college,married,sometimes,yes,2,,63,58,1,2,yes,4,2,D
female,high school,married,sometimes,yes,0,school_bus,78,75,2,2,yes,3,8,D
female,associate's degree,married,sometimes,no,,school_bus,84,89,1,2,yes,4,10,B
female,bachelor's degree,married,sometimes,no,2,private,55,57,2,2,yes,3,0,F
female,high school,married,sometimes,no,2,private,72,66,1,2,yes,3,15,D
male,bachelor's degree,single,,yes,0,school_bus,60,58,1,4,yes,5,4,D
female,some high school,divorced,regularly,no,1,,51,56,2,2,no,4,2,F
female,bachelor's degree,married,sometimes,yes,1,private,65,70,1,2,no,5,2,C
male,some college,married,sometimes,no,2,school_bus,62,63,2,2,yes,3,2,B
female,some high school,divorced,sometimes,no,2,private,70,78,2,2,yes,4,6,C
female,some high school,single,sometimes,yes,3,private,62,60,2,2,yes,1,75,F
male,some high school,married,sometimes,no,1,school_bus,50,45,2,1,yes,2,22,D
male,some high school,married,never,no,,private,61,54,1,2,yes,4,15,D
female,high school,married,regularly,yes,7,private,70,73,2,1,yes,2,8,D
female,associate's degree,single,sometimes,yes,2,private,57,57,2,1,yes,5,30,F
female,some college,single,regularly,yes,7,school_bus,100,100,1,1,yes,4,19,A
female,high school,divorced,never,yes,4,school_bus,78,76,2,4,no,2,1,C
female,associate's degree,married,sometimes,no,2,school_bus,86,84,2,2,yes,4,4,B
